Binary_label,Category,domain,text,is_synthetic,source,prediction
real,knickerbocker,Hotel,"I stayed at the hotel for 5 nights in mid-March and was so disappointed with everything. The room was small, the carpets in the looby were smelly, no bathtub in the washroom and view of brick walls from the windows. Not even free internet which even the cheapest hotels offer these days. It costs $10/day to connect to internet. If you want to use internet in the lobby, minimum charge is $5 per use. To use the phone in the rooms for local calls, it is $1.25/15mins and then 10 cents every min. Even the local calls are charged, what a rip off!!! Every hotel I have stayed at offers free intercontinetal breakfast, of course no such thing at this hotel. No indoor pool, go figure. I won this from bidding process at priceline, I will be reluctant to use this service and this hotel in future.
",0,Web,real
real,palmer,Hotel,"My husband and I and our 10 month old took a quick trip to Chicago. We stayed one night at The Palmer house after reading that they were a four star hotel. I guess I am just confused as to why they are a four star hotel. Yes the lounge area is nice but the rooms were so small I couldn't set up a pack and play for my son. I had to call and 'upgrade' my room just so my son could have someplace to sleep. The lower levels have been updated which makes them slightly better than a Holiday Inn. The wall paper is peeling away from the walls and the shower was dirty. I will NEVER stay there again.
",0,Web,fake
real,hardrock,Hotel,"We stayed at this Hotel in February 2010. The room was great we had purchased it at a raffel at work for a fund raiser for United Way. So we probably paid more then we needed but it was for charity. We were woke up at 3:00am in the morning by a group of at least 25 young people that were so loud coming off the elevators and down the hall ways they must of woke everyone up on our floor. Of course one of the rooms they rented was right next to ours. They were so loud shouting profanities and banging on the walls that we thought there was maybe a fight going on. We called the front desk who sent security up immediately. Security tried to get the people that were not registered guests to leave. We called down to the front desk two more times to send security back up again since nothing changed this went on for over an hour until it finally quieted down. Because of this we ended up over sleeping in the morning since we were so exhausted. When we complained about it in the morning managemnet would do nothing for us because as they stated we used a gift certificate. Well we still paid for it!!. They would not give us one thing free for the trouble that we had. We would never stay at this hotel again, obviously they really don't care about their guests.
",0,Web,real
real,palmer,Hotel,"It has been a couple of years since I stayed here, and got it for a night last weekend on Hotwire. I paid only $100 and stayed a Saturday night. I was very impressed with the redecorating done to the hotel. The lobby has always been great, but the rooms were a little shabby in the past. Not any more, as the hotel has been redecorated in the last few years. The location is still amazing, and with the Berghoff open again, there is a great restaurant within walking distance. 
",0,TripAdvisor,real
real,sofitel,Hotel,"Mostly great with a few islands of relatively minor problems. First the good: Outside of the hotel and lobby were decorated like a winter wonderland, as befitted the season. The restaurant service was absolutely flawless ( servers who don't write orders because they are expected to remember them, remember clients clearly from one day to the other, and go above and beyond consistently). Rooms are comfortable: yes the beds are great! The gym is well equipped. Second the slightly off putting: mmmhh...we got the 'I love chocolate package' which advertized: bfast every day, dinner once, snack once and...a gift. And we have an A-Club favorite guest membership, which also advertized ' a gift'. So, no gift...either for the chocolate package or the favorite guest membership. Upon enquiry, 'the snack was the gift'. Not at all what the package suggested. That said, bfast was sublime and the chocolate dinner outstanding as well. Some problems at checkout though: we got charged for all dining despite having booked the package and it took quite a while for a polite but seemingly less than informed front desk staff to correct the problem. Would absolutely go back, but probably not on a special package. 
",0,TripAdvisor,real
real,amalfi,Hotel,"Stayed with a group for a bachelorette party, and was disappointed. The hotel is beautiful, the staff was all rather friendly. The main problem was the room/sleeping situation. We had booked rooms with 2 queen beds several weeks before, but received an email a few days before our visit stating they were sold out (how that happens I don't know!!) so they 'upgraded' us to two 'suites' with a king and a pull out. First, this meant our party was split up and on different floors. Second, that meant two of us were stuck on a pull out couch. :( I'm not a picky, unreasonable person, but that was the WORST 'bed' I've ever slept on! It was sunken in the middle so we literally rolled into each other unless we balanced ourselves on the very edge of the bed. Then there were the springs poking into our backs ALL night! Just awful! For the amount of money we spent I expected to be comfortable! I would not stay here again after this experience.
",0,Web,real
real,sofitel,Hotel,"Stayed here as a treat to myself while in Chicago recently for a concert. I totally LOVED IT here!! When you called either the Front Desk or Room Service, the phone was answered with 'Hallo Mrs (Name)' which was a great personal touch. Vanessa at the front desk, went out her way to help me - storing some things in a safe for me before I could book into my room. My room was wonderful - the bathroom was luxurious. I was on the 30th floor and the views were superb. We ordered room service and it came quickly and the guy was so friendly and nice. The doormen were great too and I wore jeans and a tshirt one day and they still opened the door for me, so no snobbery there. Comfortable, cozy bathrobes were available in the bathroom, the lights went on in the wardrobe (never seen that before!!), tv was HD ready and flat screen. The bed was like sleeping on a cloud - best sleep for a while. Would I stay here again?? Oh yeah!! No problem - just need to save up first!! 
",0,TripAdvisor,real
real,james,Hotel,"We have just returned from a week at the James Chicago. The hotel is fabulous, very chic and chilled. The service is beyond compare. Check in and out were swift and painless. The Concierge service is also super efficient having located an excellent hair salon and a couple of fab restaurants for us during our stay. The hotel restaurant itself is rated 5 in the top 10 in Chicago - voted by Chicago residents. We stayed on the 14th floor with great views of the city. The room (a deluxe king) was equipped with a great selection of cocktail making lovelies, hairdryer, safe, tv, robes & slippers, a very interesting selection of minibar items (one of which was a real surprise!) including crisps/snacks a first aid kit and an umbrella! We also had a spotless and elegant bathroom with Kiehls products and a cosy little dining area. The ipod dock/CD/radio and complimentary chillout CD were a nice touch and husband liked the enormous plasma tv. The super comfy bed ensured a good snooze and complimentary WiFi allowed us to plan our next day's activities from our bedroom. We were so busy touring around the city we didn't get an opportunity to use the gym or the spa - both of which looked fab. The bar/lobby area is a haven of civilised tranquility with smooth music playing in the background to help you chillout that bit more. Staff are attentive without being fussy and a good selection of drinks and bar snacks are available. The barman mixes a mean mohito ! This hotel is full of nice little thoughtful touches to make people feel welcomed and cared for e.g. The Virtual Tuck In service - basically a couple of PCs with webcams to allow people to say goodnight to their children when they're away from home on business. Also the dog biscuits and water outside the front door for our furry friends. Next visit to Chicago I'll definitely be staying here and wouldn't even consider an alternative if The James can maintain these standards. 
",0,TripAdvisor,fake
real,fairmont,Hotel,"If I didn't have to stay here, I wouldn't. Without exception, I swear I am not lying, every day of my stay brings a new problem. Over the past 3 months, I have stayed here 6 times for 3 nights at a time; problems every time. From the wrong food with room service, to room keys that dont work, unrefreshed bath towels, forgotten and dirty in-room coffee service, unclean ice bucket overnight, forgotten room cleaning, inability to connect to the Internet....I'm too tired to keep writing all the problems. For the price of this chi-chi downtown hotel, I expect more. Finally, their team is certainly not trained in customer service. The front desk teams have attitudes, and Aria's hostesses think they are something else. I'm stuck using this hotel since it is adjoined to Aon, but I would never go back if I had a choice. The only good thing is the food at Aria - outstanding.
",0,Web,fake
real,hyatt,Hotel,"I stayed here for business and loved it. Got it for $93 inc tax on Priceline, an incredible deal for this hotel. If I wasn't on priceline I would expect to pay $200 per night (maybe more) for this location/level of service. It's in the heart of downtown Chicago, walkable to many locations. The lobby is very impressive, the room was very nice. No complaints at all, from check-in to check-out. I was alone so didn't go to the bar but it looked like people were really enjoying themselves. It was full of people all the time. I want to stay here when I come back with my husband for a fun weekend in the city. 
",0,TripAdvisor,real
real,amalfi,Hotel,"Stayed here for two days in the first week in January, when hotel was very quiet. Got a big corner room. Staff are friendly, decor is modern, and there's a huge choice of pastries and cakes and breads for breakfast, which you take back to your room. The free hors d'oevres with the drinks are great antipasti - olives, breads, cheeses and meats, marinated vegetables. This was a really easy hotel to stay in, fairly central - a couple of blocks away from the 'L', and quiet, despite the building work opposite. If you're in Chicago, stay here. 
",0,TripAdvisor,real
real,amalfi,Hotel,"I already wrote a review about all the free stuff you get but now I'm going to write about the location! I like to walk. This place was close to EVERYTHING!!!! The 'Taste of Chicago' was on during the 4th of July. Let me tell you, this was the best 'taste' of a city that I have ever been to. It was massive and took 10 mins to walk there. I took the train in from the airport (it was around $2.00 but it was a solid 45 mins but for $2.00, how can you complain?)and it was approx a 10 walk to the hotel. We pretty much walked everywhere. We walked the entire magnificent mile strip. We went to the Blue Navy or whatever the docks are called. My favourite bar was 'Pops for Champagne.' Wow. I love champagne. And then of course there was the John Hancock Centre. And lots of shopping! 
",0,TripAdvisor,real
real,knickerbocker,Hotel,"The hotel lost our reservations and then couldin't accommodate what we needed. they gave us a room much smaller than we needed and when we requested something diffrerent they were unable to fulfill our request. we opted to leave the hotel and after there mistake of losing our reservations, they still charged us an early check out fee. If it wasn't for the great location of the hotel, there would be nothing positive to say/
",0,Web,real
real,sofitel,Hotel,"After some deliberation I booked the Sofitel Water Tower Place for a 3 night stop-over in June. This was my first visit to Chicago and it turned out that we had a really great time. We loved our rooms, which were just the basic type on the lower floors but they were very well appointed. The decor is modern and personally I liked it a lot. The rooms were pleasant and airy and the bed extremely comfortable. The hotel location is just perfect, close to the shops on Michagan Avenue, and the beach at Oak Street. Lovely restaurants close by and nightlife in Rush Street is just steps away. The area although bustling was peaceful and quiet. We could walk to most places and I would not hesitate to stay here again. The hotel staff very helpful, always smiling and ready to help; from the doormen to the helpful lady at Conceriage. I would not hesitate at all to stay at Sofitel Water Tower Place next time I'm in Chicago; in fact I look forward to my next visit. 
",0,TripAdvisor,real
real,affinia,Hotel,"As others have said, once all the construction works are completed I suspect that the prices this hotel can (legitimately) charge will put it out of our price range. Which will be a pity because it is an excellent hotel, & the location couldn't be better. The room was very spacious, with separate sitting & study areas & a nice bathroom. Only 3 minor points: downstairs they were serving a free basic breakfast (coffee & pastries), but we only knew of it on our last morning - nobody had mentioned this; the cost of internet - $9.99 - is a bit dear especially when lots of motels now offer it free; there was only powered milk in the rooms, which wasn't that nice. But none of these really spolied a really enjoyable stay. 
",0,TripAdvisor,real
real,amalfi,Hotel,"Arrived at 1:30am only to find that sleep was not in my future because of the dance club connected to the hotel. If you party and stay out all night anyway, this hotel would be fine. But don't plan to get any rest if the club is open! Front desk lady was extremely rude to people calling in to inquire about the hotel while I was checking in. She was fine with me and gave me a corner room, but sure wouldn't want to be on her bad side.
",0,Web,real
real,sofitel,Hotel,"Didn't get the room we were promised. Kind of room we had reserved (2 queens) 'wasn't available. they then squeezed 3 adult ladies into 2 singles and a blow-up bed. Had to pile furniture on top of tables to get it in! Very unsatisfactory!! Will not return, will not recommend. Will tell people going to Chicago to NOT stay in your hotel. When I next visit Paris nextspring, I intend to stop at your world headquarters to tell them what I think of the Chicago facility.
",0,Web,fake
real,knickerbocker,Hotel,"We really enjoyed our brief stay at the Millennium Knickerbocker! From the front desk personnel and bellmen to the housekeeping staff and bartender, everyone we met was helpful and welcoming. Our 11th-floor room was clean and beautiful, and the view looking north to the Drake Hotel and apartments across the street was nice. The in-room coffee service was appreciated, too. There isn't a lot of room in the bathroom for your toiletries, but I'd still take a room in a beautiful older hotel with character over a spacious-but-cookie-cutter room any day! 
",0,TripAdvisor,real
real,omni,Hotel,"This a great property, excellent location and wonderful staff. Everyone was very accommodating and polite. The room I had was on the 23rd floor and was like a suite, with a living area and a bedroom. The living room was spacious, with a plasma TV, a desk and a couch. The beds were very comfortable and the toiletries of very good quality. In the closed they placed an umbrella, which came in handy, it rained the whole time I was in Chicago. The internet connection is $9.95/24hrs. Great place, I will return for sure. 
",0,TripAdvisor,real
real,ambassador,Hotel,"I was initially very excited to be staying at the Ambassador East hotel. The photos online appeared very classy and upscale and I thought staying there would be a pleasant experience. Upon arrival I was very disappointed - the main lobby was closed for construction making it somewhat difficult to get around. Our room was very dated - old furnishings and linens, damaged tile - it fell quite short for the high price we paid. It is an older building with very thin walls allowing you to clearly hear all other guests in surrounding rooms and also the lovely slam of doors of departing guests in the morning. Doorways are extremely narrow in hallways and room - gives a very claustrophobic feel to the hotel.
",0,Web,real
real,talbott,Hotel,"The Talbott Hotel itself is a bit worn around the edges. No - not a bit worn - very much so I'm sorry to say. Although the location a block and a half from the best part of Michigan Ave. can't be beat, and the level of service is on par with many Four Seasons, there were quite a few bumps in the road. Number one, the rooms are quite dreary - brown on brown is just so not pleasing. The desk chair was so badly worn that the 'lift' button simply swirled down when you sat in it and no we're not grossly obese. The back of the chair leaned so much it was uncomfortable. My husband had to use 2 couch pillows to use it - one to get him up to desk heighth, one up against his back to scoot him up to the desk. The bathroom was oddly arranged so that the door swung up right next to the sink, so if you were using the far sink and someone needed to enter the bathroom you got hit with the door. The towels were very well worn and thin, although bath sized, which was a plus. The restaurant downstairs is practically another posting - suffice to say, it was horrific. We had some appetizers outside on the nice streetside tables, and they (appetizers) were awful and looked as though a child had tossed them together in the kitchen. A room service sandwich ordered later in our visit was totally wet on the side, served on a large white plate, and was one slice of meat and one slice of plastic American cheese on a grocery store-like roll - very very sad. Even the menu, as limited as it was, looked as though someone's child had written it out. The good news is that Chicago is a fairly well-read restaurant town so there are plenty of other places to go. Unfortunately for us, the 3 days we stayed there was a large convention and jazz festival in town so we paid $325/nt for our disappointments. The good news is that the mini bars' wares were incredibly well-priced - when's the last time you had a $4 beer anywhere in a hotel? (even if it was Bud and Bud lite - lol!~) The front desk and curbside staff could not have been more accommodating. The water out of the shower was hot and plentiful, and the bed comfortable. The A/C was not noisy nor uncomfortable whatsoever, and we had it going the entire time as it was in the 90's our entire stay. Free wi-fi - YES! And it wasn't horribly grindingly slow! No need for the advertised 'upgrade' for faster wi-fi. Talbott - please update your rooms and get a new restaurant concept and you will be ahead of the game. Apparently there are enough folks getting deals on rooms here so they are pleased, but we were sadly not.
",0,Web,fake
real,sheraton,Hotel,"i stayed at this hotel for a week with my family this hotel is huge so clean has comfy beds foods great staff couldn,t of being any nicer. stayed here for thanksgiving it was fabulous second time in chicago and still want to go back again ... the hotel is within walkin distance to both state street and michicgan avenue.There,s taxis right outside the hotel and the concierge can also ring for mini buses if your travelling with a big crowd.there,s also a cinema 2 mins away opposite the hotel . Perfect Hotel for a great get away ... 
",0,TripAdvisor,fake
real,swissotel,Hotel,"I would NOT recommend staying at the Swissotel in Chicago. I was travelling with a friend and we arrived at different times. She had booked the hotel but had added my name to the reservation since I would be arriving first. The 'night manager' at the hotel was extremely rude and told me I could not check in since they could not find the note about my name being on the reservation. (this was THEIR mistake) They told me I could sit in the lobby for 4 hours until my friend arrived. They did nothing to try and help me until I stood there and complained for twenty minutes. I can't believe that a 'manager' would treat a customer this way. There are other great hotels in Chicago. This hotel is not worth the aggravation!
",0,Web,fake
real,james,Hotel,"This hotel was not worth it. From the moment we walked into the hotel lobby through check out, the staff were rude and contemptuous. Rooms were only serviceable, and certainly did not live up to the pompous self-descriptions on the website. The bathroom porthole and sliding door were odd and inconvenient. The 'fitness centre' was tiny and poor. We would not come here again.
",0,Web,real
real,hardrock,Hotel,"Went there for business and the Hard Rock Hotel on Wacker Drive was recommended. I was to meet my girlfriend there who had arrived 1 hour before me. When she go there at 6PM, the room wasn't ready, the phone didn't work, the shower didn't work. When I got there she was already very upset. I called the manager to complain, but was put on hold for 30 min. I could hear everything in the room next to me as if there wasn't any wall separating us. I asked for a wake up call, but nobody called me the next morning. When I called to complain the next day, the told me the phone system was down. Ordered room service and got the wrong order... The building is very old and the elevator sounds like it is on its last breath... I would not recommend it to anyone Patrick
",0,Web,real
real,conrad,Hotel,"The Conrad has all the right stuff - great bedding, fancy decorations, beautiful lobby, etc. However, they are seriously missing the boat when it comes to customer service and attention to detail. When I checked in, I went to get a glass of wine from the minibar, only to discover that everything in the fridge was warm. I called for help and was cheerfully told that they would send an engineer right away to fix it. In the meantime, I said, great, but what about a cold drink? They proceeded to send me 1 glass of wine via room service, without asking me if this would be okay. I paid $25 for 1 glass of wine. The minibar bottle would've given me 2 glasses for about $33. Nothing was said to me about this obvious difference. When I called to complain, I was made to feel cheap. To me, it was not the money, it was the principle. The next morning, my bill showed that I had eaten something out of the minibar. I had not. I called, and they said that the automatic sensors in the minibar must have triggered something (duh - when the engineer came and took the entire fridge out of its compartment to fix it), and they took the charge off. They also took $10 off my room service bill, but I was still annoyed that nobody bothered to apologize or acknowledge the fact that I was overcharged. Also, when they fixed the minibar fridge, they did not replace anything in it. The guy said, it'll take a while for things to cool down. Oh, really? How about the warm beer, that was once cold, that will now taste disgusting? I guess they're saving that for the next person who checks into my room and has no idea. Another annoyance was that the lighted mirror in our bathroom did not work. When I plugged it in, it made 2 other lights in the bathroom go off, and then it never would come on. It seems that the Conrad thinks it can spend a lot of money to make itself look beautiful, without worrying about each customer's experience. I don't think they go into the rooms and check them out. And their sta
",0,Web,fake
real,talbott,Hotel,"My wife and I stayed two nights at the Talbott at the end of February. This little hotel was the perfect place for us. The lobby is very small but also cozy, and with both fireplaces going it was a welcoming atmosphere coming in from the cold. The staff was very friendly and efficient. The room was pretty spacious, and the king bed was extremely comfortable. We had a seventh floor room facing delaware st, so there was really no view. The bathroom was a good size, including two sinks and a spacious tub/shower. There was also free wireless internet...a big plus for us. Perhaps the best thing about the Talbott is the location. We were only a few steps from State, Rush, and North Michigan. Tons of shopping, bars, and good food are easily within walking distance. This makes the Talbott a great place for tourists who want to walk around and take everything in. We highly recommend the Talbott, and will gladly stay again on return trips. 
",0,TripAdvisor,fake
real,sofitel,Hotel,"Striking architecture is only the beginning of what can only be described as one of the best hotel experiences of my professional life. The attention to detail in the room and the bathroom is remarkable and the bed is the best night's sleep I've ever experienced in a hotel. Gorgeous LCD tv and Bose wave machine added to my enjoyment. Sofitel is worth the extra $'s. 
",0,TripAdvisor,real
real,conrad,Hotel,"The Conrad Hilton recently took over this property from the failed Meridian Hotel. It seems that the Conrad has inherited a hotel property that just doesn't work. The entrance is very difficult to find. There are only two elevators to take you up to the lobby. As a result, there was often a line waiting for them. The same problem affects the guest room elevators located beyond the registration area. If you go in and out of the hotel more than a couple of times during your stay, you will find the poor elevator layout annoying. The King room is what I would consider small compared to other Chicago hotels. Although I like modern design, the room was quite stark and cold. It was also showing quite a bit of wear and tear. The bathroom was the best part. Has anyone from management tried to sit in the chair and work at the desk? It was the most uncomfortable set-up I've experienced. The views are non-existent for most of the rooms. In a city with amazing vistas, this was disappointing. I saw a couple walking the halls with management trying to find a room that was acceptable to them. Room service breakfast was a highlight of our stay. Excellent food and high quality presentation. Sorry I couldn't write a better review. Would I stay here again? No. Chicago has some incredible hotels and this is not one of them.
",0,Web,fake
real,allegro,Hotel,"So...the location to the Clark/Lake train stop is great...and that is the only thing that is great with the hotel. The wall are very thin...so much you can hear giggling and early morning housekeeping conversations in the hallway. There is no coffee maker in the room, however; free coffee is available in the lobby...becuase everyone wants to go to the lobby first thing in the morning??? Finally, the 'business center' is a pay for use set-up...no courtesty internet usage or printing. Lastly...they bathroom is micro-tiny and lacks in counterspace and comfort.
",0,Web,real
real,intercontinental,Hotel,"When you check into a hotel after being stuck in a airport, you areusually not in the best of mood. I, working in a upscale hotel, do encounter many guests checking in who this has happened to. All they want is a friendly face and a smooth check in. The desk clerk who checked me in at this property, did neither. She was short, rude, handed me my keys and walked away. I would never go back to this property due to this.
",0,Web,fake
real,homewood,Hotel,"I used to stay at the Homewood Suites all the time on business but have not stayed there on business since 2005 - since that time my company has been doing business in the suburbs instead of downtown. During December of 2007 and this year 2008 I did stay there a few days with my family and was greeted as if I never left. There is a lady named Connie who works the breakfast shift and she greets everyone and always remembers you from years before. A wonderful lady indeed - my wife even commented to me on the way to Chicago if that lady would still be there and would still remember and yes she does! Its a great place to stay. 
",0,TripAdvisor,real
real,knickerbocker,Hotel,"This hotel was magnificent! Not only was it a mini palace, but the staff was polite, helpful, and professional. In an e-mail I received before we left for Chicago, the concierge, Les, offered to get us tickets, directions, reservations to anything we'd like to see/do. He also got us an upgrade on our room, and when someone rudely butted in line as we were registering, the registry person said they would upgrade our room just for that. And so we were granted a beautiful suite complete with king size bed and jacuzzi. The bed and the linens were so comfortably both of us slept late every morning! 
",0,TripAdvisor,fake
real,hardrock,Hotel,"Move beyond the rock theme and it's an average hotel with a good location. Room was unbearably hot and the controls on the wall did nothing. Thank goodness the window opened or we'd have been cooked alive. That of course let in all the noise from Michigan Ave. This combined with our neighbors door slamming against their thrown door lock every 30 seconds made for a lively setting. Room was stuffy too. Burn marks on carpet lead me to believe nasty smokers had occupied room on many occasions. Wife happy w/ Aveda in bath. Base bar was good with great service and well made drinks tho pricey.
",0,Web,fake
real,james,Hotel,"I have stayed at the James a few times, it is my go to hotel in Chicago. This last trip makes me think it is time to start looking for other options. The Good: Location is awesome, just off Michigan Ave, Trader Joe's across street for some healthier snacking. It is a great location, easy to walk most anywhere. The door staff are very friendly and helpful. The overall feeling is modern, upbeat. Turn down service with cookie is nice. Free Wifi (which worked to varying degrees throughout stay) The Bad: They claim to be a 4.5 star hotel, which to me, means better then a 4 star and online with a 5 star (without a pool). They used to have Kiehls toiletries and now have 'Harmony' brand. Additionally, they now have the large bottles attached to the wall which you get to share with the other guests that stayed in the room before you. It is what I would expect from Holiday Inn or my gym, but not a 4.5 star hotel. I asked about the switch (mainly because when I booked they still had Kiehls in website description) and they claimed that the reason they went the communal bottle route was to be 'green'. That is hard to believe, as it's not like the hotel is making other efforts to be green (they still have incandescent light bulbs, housekeeping leaves the lights and radio on when they do turn down, they don't recycle in room, etc). They are obviously trying to cut costs, and it shows. More: the rooms are in need of some updating, they are looking somewhat tired. My third floor room was quite loud with the motorcyclers trying to prove their manhood out front (not their fault). Don't take the stairs (as the stairwell is straight out of horror movie), even though the wait for one of the two elevators might be awhile. The phone staff was fairly rude (granted, they didn't like me questioning their toiletry change). I feel bad giving such a low rating, but it really did not come close to my expectations (from previous stays there). I will start trying out new hotels in the area.
",0,Web,fake
real,ambassador,Hotel,"Upon check in - the lobby was BUSY! I was tired and not feeling well from a tough road show. The Front Desk person I checked in with was so fast and so nice that I walked away from the desk smiling... that alone was such a great feeling. Every time I had any experience with a hotel staff member, I was so pleased! I have to say - service really is everything to me and I have to give this top marks for that. An added bonus was the location... I just think it is perfect for me. On top of that, I had a meeting down in the loop, but not quite sure how to get there - a person approached me in the lobby, asked if he could help me get to my meeting. I thought he was getting me a taxi - but no - he walked me to his SUV and drove me to the meeting, 'just a free service from the hotel' he stated as we drove... really!!!! so cool! I haven't even talked about the Pump Room yet - great dinner, very professional service, and no attitude. I will return - just up date the rooms a little bit, thats all... the curtains need some help. 
",0,TripAdvisor,real
real,hilton,Hotel,"I stayed at the Hilton Chicago last week and was very disappointed. The highlight of the stay was waiting 20 minutes for a bellman to come and get our luggage. Finally, my 72 year old mother, 8 year old son, and myself gave up and dragged it all down to valet parking ourselves - no easy task. The security guard was kind enough to hold the door for me. The valet parking attendants looked over and then ignored us. As far as I could tell, he was just standing there doing nothing. I couldn't let go of the bags without everything falling so I gave my son the parking receipt. The attendant pointed to where our car was parked - no short distance away. My 8 year old had to tell him to pull it up. They should have been ashamed. Less significant, but irritating issues. The pool is part of the Hilton Athletic club. Two lanes are reserved for adults wanting to lap swim. Basically, two adults can take up 2/3rds of the pool while everyone else is consigned to the leftover 1/3rd. This is ridiculous and very family unfriendly. In addition, the pool closes at 9 p.m. What pool closes at 9? We stayed for 3 nights. Not one single additional bar of soap, bottle of shampoo, or coffee stirrers.
",0,Web,real
real,fairmont,Hotel,"We got a great deal on this hotel, just $91 found through travelzoo. We only stayed one night, but were very impressed. The sevice was fantastic from the moment we stepped up to the property. The hotel smelled wonderful and was immaculate. Our room, while not enormous was perfect. We had a great view of the city and lake. The bed was extremely comfortable. We never heard any noise outside of our room. The bathroom was nice sized considering we must have had one of the smaller rooms in the hotel, two could get ready very comfortably. Location was perfect, just off Michigan Ave and steps away from Millenium Park. We would definetly stay here again, especially if we could get this great deal! 
",0,TripAdvisor,real
real,conrad,Hotel,"I gave the Conrad a second try at impressing me and it failed miserably. The hotel will not honor room requests. I expressed this was for a special occasion and would love a room with a view on my reservation. I got there and my 'view' was of the adjacent office building windows. I didn't pay nearly $400 a night for that. I called down and the manager was absolutely rude. 'That would've required you to pay at least $40 more..' Rude. Lots and lots of mistakes happened. Requested pillows were never sent up, the television sound was not functioning (i.e. NO sound), when telling the manager of the problems he was horribly condescending and cared very little. I've had better service at a Hampon Inn! When they screwed up our breakfast vouchers I had to physically go down and question it.. they said 'we will send them right up'.. No, that never happened. Absolutely ridiculous. The bathroom has always been nice, and the room had been renovated since I was there last year (thank the lord!)... It had a nice ambiance to it. The bed was quite nice as well. The valet guys were fantastic, probably the nicest men within that entire hotel. Also the bellman, and housekeepers were wonderfully sweet and always said 'hi' or 'hope you have a wonderful day'.. I appreciated that. Perhaps the management team needs to go back to training school to learn about customer service. Breakfast at the Conrad restaurant is to be avoided completely. The service was abysmally inept, and not to mention slow. We had two different watresses and it took upward of 15 minutes just to get our juice. They looked like they hated their jobs, and treated us with the same attitude. We were never checked on after the food came. The food is overpriced and the quality is severely lacking. I got a continental breakfast and it included a muffin (burnt), a small croissant, and a tiny cinnamon roll. 14 dollars for that. Laughable. Or if you choose, for 14 dollars you can get some toast and juice! Spare yourself and choose to eat elsewhere where you can get an actual tasty meal for your money. Overall, the managers need to learn what customer service means, and how to bend over backwards for a customer. Otherwise your business will crumble. And the Conrad has crumbled for me. I spent way too much money on terrible service. I've already sent my opinions to Hilton headquarters. I'll be looking at other hotels the next time im in Chicago.
",0,Web,fake
real,allegro,Hotel,"I'm a frequent business traveler and often in Chicago on trips. At times, it's very difficult to even find a hotel in downtown Chicago, and this was one of those times. I recently had to pay almost $400 for one night at the Allegro. It was absolutely not worth it. The hotel was filled to capacity with conventioneers, so check-in and check-out were very slow. There were very few elevators, which were worked beyond capacity with all the guests. The morning I checked out, our elevator stopped at every single floor from the 16th floor down to the lobby, but the elevator was almost completely full when I got on at the 18th floor, so I can only imagine how long it must have taken other guests to get downstairs. The room was extremely small and cramped, even though it had obviously been renovated recently. The TV, bed, and decor were all new and were the high points of the hotel. Still, the rate was way overpriced for such a small room. The best thing about the Allegro was the room service, which was prompt. The food was good, and the prices were very reasonable for room service. From now on, if my regular hotels are booked, I'll just take a cab farther out from the city because it just isn't worth it.
",0,Web,real
real,sheraton,Hotel,"Two main issues: (1) understaffed from the street to the front desk. Unfortunately I had to drive into the city, when I arrived there was an excessively long wait for parking. Then inside, there was a huge queue line with just one clerk working in a big city hotel. Not good (I will say friendly however) (2) I know this is a big city, but, $49 a night to park my car when I'm staying at that hotel? Really?? That's unreasonable and a bit gouging in my opinion. Again, I realize this is Chicago, but, I'm already paying a hefty price for this outdated hotel.
",0,Web,real
real,intercontinental,Hotel,"Stayed here for two days while attending Lollopalooza music festival. One of the best locations in Chicago, on Michigan Ave near the Tribune and Sun-Times buildings. An easy walk or bus ride to many attractions. The King sized room was very nice, not large, but with a generous bathroom. Service was excellent throughout. Check out the awesome swimming pool, straight out of twenties. 
",0,TripAdvisor,real
real,intercontinental,Hotel,"Stayed at the InterContinental for an entire week on business and for the most part a very elegant, convenient visit. Stayed in the historic tower. Very nice rooms, great view, attentive staff, convenient location just north of the Tribune Tower & the river, and nice fitness club at $16 for the entire stay. The only downside is I couldn't get over the feeling that I was being nickle & dimed: $10 a day for Wi-Fi, $6 bottles of water in the room, $26 mini-bottle of wine in the fridge, tipping multiple staff for carrying the same bags, etc. Their in-house restaurant Zest is Zagat rated though I'm not sure why. Within a 5 minute walk there are plenty of great restaurants with much better food than Zest. But, next time I need to be near the Loop I'd stay at the InterContinental again. 
",0,TripAdvisor,real
real,allegro,Hotel,"This hotel must have originally been an ordinary downtown hotel in a not very nice neighborhood. The owners have painted it over and fixed up the lobby to make it an 'upscale' overpriced boutique hotel. But it's still just an ordinary hotel with a paint job. Stay here if you want to experience staying in a flophouse, but with all the sleaze removed. Definitely stay at the chain's other location, the Burnham, for a much, much nicer hotel.
",0,Web,real
real,homewood,Hotel,"Stayed over Memorial Weekend for 2 nites, 2 rooms. Great Hotel, we always love breakfast in morning,and drinks in even when applicable. Around the corner from magnificent Mile,and close to lots of restaurants. Staff was great, we even checked in early before noon,and other room available less than hour later. Fresh fruit was available to us,and bell guys are cool. Suites are on small side compared to other homewoods but no complaints here, house cleaning kept our room clean,and we felt safe! 
",0,TripAdvisor,real
