category,label,text,source
sofitel,truthful,"I never write these reviews, but felt that it was important to state that this hotel should not be the #1 2008 travelers choice. Terrible Service, Lazy Doormen/bellmen/concierge/valet, Lack of Respect, allow dogs to bark all morning after multiple complaints, Phantom charges to room, front dest at checkout and checkin were pompus. The icing on the cake was me watching the doormen stand and watch while a father tried to open a door to push his stroller through with his infant son, and the doorman watched on doing nothing. Me and my girlfriend are young, look young in how we dress, but in all honesty make more money than most...and we were treated like cheap poor kids. I had dinner reservations at Spaiggia and wanted to order a car to pick us up, the concierge exclaimed that, 'You know its not jeans and running shoes right Mr. Blank?' Assuming I was too dumb to realize that a 5 star $200/person restraunt wont allow tennis shoes because I am young? Very Dissapointed. Very nice looking, comfortable beds, great room service, contemporary, younger crowd, but service was terrible.",Web
james,truthful,"My parents booked five nights at The James for its location and good reviews. They had a terrible first night with defective air conditioning and not much sympathy from the management staff. They sent engineers three times to repair the unit, and they insisted that it was getting cooler when it wasn't, under the rationale that the summer temperature is high and the filter was dirty. At my parents' request, the hotel staff moved them to a lower floor with a queen instead of a king and with neither a rate discount nor an effort to compensate them for the inconvenience and discomfort. The hotel insisted they were fully booked and reluctantly gave them that room. Don't book this hotel in the summer. And by the way, there is no view at all from any of the rooms - except for the windows of other buildings.",Web
hilton,truthful,"Our non-smoking room smelled very badly of stale cigarette smoke. We were not allowed to change rooms. Also, the concierge staff was unprofessional, telling long winded personal stories to uninterested guests while long lines formed. The location was great. Hotel is dated, but would still be a nice place to stay if it weren't for customer service issues.",Web
james,truthful,"We stayed at the James hotel for a 40th birthday. The location was excellent for shopping and restaurants, but also very loud. The room was horrible. VERY SMALL. We had a double/double and it was the size of a college dorm room, plus completely white walls and linens. Absolutely no color except for one accent pillow. It was very sterile and uninviting. We were on the 11th floor and the lobby for the elevator was dark and done in red and balck with minimal lighting. It looked like the entrance to hell, if not a haunted house. Staff was very nice and accomodating. I would not return to this hotel.",Web
sofitel,truthful,The location is ideal. They have very high ceilings so the rooms appear much larger than they are. The views are great. There were fresh flowers in the bathroom. They had all white bedding. You feel like a princess there.,Web
james,truthful,"Me, My sister and my best friend all went to stay here in the summer of 2004...they said there all spacious suites...yeah right...our room you could barely walk in...and they said theres 2 double beds...yeah well one was a pull out couch...and the bathroom...tiny tiny tiny...and it took forever and a day to check in and the people blamed us for throwing a book out the window and somehow someone knew exactly where it fell from and which room...yeah...i wouldnt stay here again",Web
monaco,truthful,"This was a refreshing change from the ordinary. I loved the location, the service and the amenities offered by this hotel. The room was charming with a window seat and a water view. The decor was unique but cheerful. Free wireless internet services were a plus here. The staff was helpful and attentive. We loved having goldfish share our room! I would definitely stay here again.",Web
hilton,truthful,"Had a week long stay at the Hilton on south Michigan while attending a meeting. The hotel has some elegance in the lobby, meeting rooms and lounges - the hotel rooms could definitely use updating. I would definitely say that for the price of a room here - the rooms should be top notch. My car was misplaced during valet parking, our reservations were messed up, hotel staff showed up repeatedly throughout the week at our door with items (room service, a new coffee pot, laundry) that wasn't ours. I would not stay at this property again. There are much better places for the money in close proximity to Michigan Ave. It is a very big hotel and at times it felt like we were staying at Faulty Towers.",Web
monaco,truthful,"We stayed at Hotel Monaco and upgraded to a suite. I was disappointed with the room layout, and shabby furniture. I bumped into the coffee table and the top almost crashed to the ground. The make up mirror in the bathroom didnt work, the TV reception was very poor and overall the room just wasnt worth the $450 we spent there. Next time, we will go back to Trump Tower across the street, which is far superior to Hotel Monaco.",Web
james,truthful,"I stayed in a Deluxe King Suite. No desk to work at or to sit at to eat room service meals. The only table was coffee table height and the couch was some strange futon that was lower than the coffee table (!) and canted forward. Incredibly uncomfortable to sit at and ridiculous for room service meals or to work at computer. Since my room was configured like all the other Deluxe King Suites depicted in on line photos, I have to assume this design flaw with the couch/futon runs throughout the property. Bed was fine and bath was fine but I can't imagine why business travelers would rate this property well. The couch/futon seating is the worst I've encountered in a modern hotel.",Web
sofitel,truthful,"I stayed in this hotel during a business trip, and while conducting a business meeting in the hotel bar, a customer grabbed all of the cash out of my wallet. Security was informed, but I was told that I had to wait to talk to them. After about twenty minutes of waiting I was informed that if I did not continue to wait l would never be able to report the incident, despite the fact that I was a hotel guest. Unfortunately I had to go to a business dinner and could no longer wait. Long story short, I no longer felt comfortable in this hotel and wish that someone, anyone would have talked to me about it. I've since been on the phone with a manager, who promised to call me back once she researched the incident, and have yet to hear back, despite the promise that she would call me back two days ago. I expected more from this hotel.",Web
hilton,truthful,"I stayed at the Hilton Chicago because I was attending a conference at the hotel. The room was sufficient - had a coffee maker, bed, hangers, tv, etc. That's about where my compliments end: *restaurant rates are outrageous. $21 for a breakfast buffet? $25 to use the gym? $7.50/hr for WiFi!?!?! This is unacceptable when I'm paying $249 per night. Thank goodness the ice was free. *servers in the restaurant and bar were surly, not well-versed in English, and just rude. *computer monitors in rooms are silly and turn on at random times during the night *conference was incredibly cold...everybody was wearing their overcoats the entire time, despite our complaints to management. *fridge in room was not usable. had to store cold items in the ice bucket. *Cable channels just flat out SUCKED. I was soooo bored when I had to spend an hour in my room. If I'm paying that much, at least provide the full 70 channels.",Web
hilton,truthful,"Months prior to my 5-night reservation with the Hilton Chicago I requested a room that allowed in a lot of natural light, facing an open view, not a close building. (The reservation was made through a conference travel agency.) I confirmed my request by telephone a few days in advance directly with the hotel and at check-in the clerk noted it in my record. She told me it would be difficult to find, but consulted a chart and appeared to be satisfied with the room she assigned me. I was very surprised to open the door onto a room on the inside of one of the towers, tucked into a very dark corner, facing a wall of rooms. I called the desk immediately and was told that the hotel was sold out and it was hard to tell what rooms were still available that suited my request, but to 'sit tight' and someone would call me. No one did. Further calls yielded similar results. At one point I was told I could have a 'parlor room,' with a sofa bed, at a reduced rate, but I could not go see the room before committing to moving. That's real hospitality for you. Worried that a bad sofa bed could be worse than rooming in a cave, I ended up staying in the dreadfully dark room. (I had asked for a bright room with one bed and got a dark room with two beds.) The only redeeming feature of the room was that it had 2 bathrooms. Other than that, it was tight quarters with a tiny closet, two uncomfortably low chairs, at the desk and in a (dark) corner. Light fixtures didn't do much to brighten things up. Since I was here at a conference, I really wanted a bright environment to wake up early and start the workday in and to have as a cheerful office for mid-day calls and e-mail, but instead I got a cave. Consequently, I spent as little time as possible in the room and next time I am in Chicago, conference or not, I will absolutely stay at another hotel. There are much better locations that the Hilton Chicago and looking at the percentage of 'inside tower' rooms, places with a much better chance of having a bright room as well as better customer service. Shame on the Chicago Hilton.",Web
monaco,truthful,"The service was reasonably well...they seemed to have my reservation and checked me in fairly easily. The location was fine being that it was central to the city but I found out that it was also a tremendous drawback. It was interesting that the survey I took at the hotel in order to obtain internet access at the hotel asked what my most important quality was in a hotel visit and my response 'Quiet'. My visit was anything but, mainly attributed to the fact that they put me on the second floor, facing the street. I awoke at 4 a.m. and never did return to sleep because of the constant street noise and screeching of the L train that sounded as though it was just outside my window. Not the most conducive for a restful sleep prior to an important meeting. At check-out when I informed the hotel clerk of my dissatisfation he chuckled and said, ' Ah, city noise.'",Web
james,truthful,"I haven't actually stayed at this hotel- yet- but am already disappointed in their customer service. I visit Chicago quite often and usually stay at the InterContinental, but yesterday I read some online articles advertising The James Hotel's 'Cyber Monday Special'. The promo states that if you buy a gift certificate from their website, the hotel will match that amount in 'James Credits' that can be used toward your stay. None of the articles gave an expiration date for these credits. My next trip to Chicago is in April, so I thought I'd give The James a try. I travel frequently with my pet and I've heard they have a very liberal pet-policy. So today I went online and bought a $500 certificate. Me, having the one track mind that I do, somehow missed the part about the credits expiring March 31, 2010. I realized my mistake immediately and called the hotel front desk to explain my predicament. I said I couldn't be in Chicago until April (I'm overseas on business until then), and asked if they could extend my credits an extra month, or it not, refund my gift certificate purchase. I had only just made the purchase minutes before and hadn't even recieved my email confirmation yet. Most businesses offer a 24 hr grace period. The girl at the front dest was extremely rude to me- basically saying 'too bad, it's your problem now'. She didn't even bother to act polite or pretend to be sympathetic about my situation at all. So now that I know this is the kind of service I can expect from The James, I might just call it a wash and stay at my usual hotel, or try Hotel Monaco. I hear they have great service and are good with pets too.",Web
james,truthful,"While the James was once considered an elegant, chic establishment, it has lost its luster. The small rooms are filled with cheap Ikea type furnishings, Our tiny bathroom flooded with water that escaped the shower curtain. Showers and flushings from neighboring rooms sounded more like protective levies collapsing. The 2 small elevators could not handle the guests, and many of us were forced to walk down several flights of stairs rather then wait for extended periods of time. The thin windows could not contain street noise and sidewalk conversations were heard throughout the night. It was rather provocative to listen to the couple next door carousing, but also rather tacky & unsettling. It took more then 30 minutes for the valet to bring our car after we checked out. This hotel has lost it and the James sysndicate will have a difficult time competing in New York's Soho when they try to open in September. New Yorkers will not tolerate shabby incompetence.",Web
monaco,truthful,"Don't stay here if you take peace in knowing you have a reservation. About 3 months ago, we booked a room here for our wedding night (which is in less than 2 weeks). My fiance called last week to confirm the room and everything was great until today when they called to bump us to another hotel - no upgrades, no discounts. Apparently it is my problem that their manager can't manage the convention schedule. I don't even want to stay at another Kimpton Hotel because I don't find their reservation system reliable. Unfortunately, due to the conference, there isn't any other place to stay.",Web
monaco,truthful,"While overall a decent property, the incident I had with this hotel has been like none other in my history of travel. I recently stayed at the Hotel Monaco for five nights, checking out on Monday, March 19th. Shortly after leaving the hotel and retrieving my car from the valet, my partner and I noticed a large scrape on the bumper of the car that wasn't present upon checking in. We had not requested use of the car for the duration of our stay. I called the hotel approximately two hours after checking out and was directed to speak with the garage manager at Park One (their valet company) who stated that he would review video of the car and call me back within 48 hours to verify that the car was unblemished upon arrival, and was scraped upon departure from the garage. The garage manager, Mike Yunan, didn't call back until I had an email exchange with the general manager of the hotel, Marco Scherer. When he finally got back to me, the garage manager stated that he would file an 'incident report' and claim with his insurance company, Travelers, which would eventually deny the claim because garage staff wouldn't admit fault or liability, nor did they supply the video they stated they had of the car entering or exiting the garage, which could have verified that the damage wasn't present upon check-in, but was at check-out. Their insurance representative even told me that the garage does not have surveillance at that location, contradicting the garage manager. In the end, this Kimpton InTouch guest got stuck with a $1,000 bill for parking at this Kimpton property: an almost $500 paint scrape on top of a $48/per day parking fee, rental car expenses, several hours of lost time in dealing with the issue, and one gigantic headache. In the end, do NOT trust the valets or staff at this hotel, and take your business elsewhere if at all possible.",Web
hilton,truthful,"I expected a glamorous room and I walked into a disappointment. Housekeeping and Management must not be concerned with attention to detail at this hotel. If you like staying somewhere that the air in the rooms doesn't go down past 74, the closet is 24' wide, all old/dirty brass fixtures, beds that are a little bigger than a twin, showerheads that barely put out water, then this is your hotel. I might be spoiled by staying in Marriott's, but I stay in hotels 1/3 of the year and was severly disappionted. No free breakfasts or a room change will get me to stay here again.",Web
hilton,truthful,"Visiting during a busy 2day conference in Chicago. Most hotels booked solid. The full hotel allows you to meet a wide array of customers. Everyone is complaining about service, cleanliness, and overall experience. Location is good. Hotel is tired. Employees surly. Too many cool properties to choose from in this town, will never stay here again and will re-think Hilton in general",Web
james,truthful,"My husband and I were there for a conference and had booked the room thru their website, when called to confirm had us down for only 1 night instead of 4, easily changed. First morning cold,cold shower, didn't complain,next day fine. Phone did not work, called every day to complain, and every day said it would be fixed when got back to room, never was. No dial tone, unable to call restaurant, or call for car or call for room service. Finally, on last night someone came to our room while we were there and did fix it. The hotel is beautiful, rooms great and everyone was so nice, even when I was complaining they were nice. Great gym area also, and love the restaurant. BUT, for the money I could easily find another hotel just as nice with a working phone.",Web
monaco,truthful,"We got a spanking deal at this hotel for $99 a night. It's in a good location to the Loop. Excellent transportation options abound. My gripe comes from the fact that we were obviously put in a 'crappy' room. It overlooked the back of the building and the roof of a building next to us. The toilet in the room was not bolted to the floor. Other than that, if I needed to stay in the Loop again for something and I knew I wasn't going to be put in a undesirable room, I would stay here again.",Web
james,truthful,"The hotel definitely doesn't match its 4.5 rating. The receptionist was very unhelpful and dishonest, and I don't feel welcome at all. I booked a non-smoking room, but upon arrival, the receptionist told me that there was no non-smoking room left. Of course he was lying. I argued with him for 5 minutes, before he reluctantly gave me a non-smoking room. At checkout, they tried to charge me $40 upgrade fee each day, because I requested a non-smoking room. This was completely ridiculous. I had to go argue with the receptionist again before they agreed to take away the charges. The room was quite small, the TV was broken, so I had to call someone to fix the TV. Then the wireless network banned my IP address, so I had to talk to their tech-support -- the tech support was quite friendly, knowledgeable and helpful -- I guess this was the only bright point of the stay.",Web
monaco,truthful,"I have stayed in hotels all over the world, and this is probably the worst service that I've ever experienced. The staff was unaccomodating and the hotel did not provide the services that it claimed it would. I decided to try the Monaco because it seemed interesting, was close to the theater, and had what seemed to be a good rate. What a huge mistake. The front desk staff was condescending and not even remotely helpful. The room was not clean, the gold fish we had requested came many hours after we told them we would be arriving, they never bothered to come turn down the beds, and the late check-out 'priviledges' which were guarenteed when I booked the room suddenly became 'upon request' - boy the extra 30 minutes they gave me sure were helpful. Dont' waste your time or your money here. At best, it's nothing special. Personally, I like the Fairmont in Chicago, but anyplace woudl be better than the Monaco.",Web
hilton,truthful,"I stay in Chicago all the time on business and had my first stay at the Chicago Hilton. I pretty much only stay at Hilton properties and have stayed at tons from Hawaii all the way to Budapest. This Hilton is not up to par. It's clean and the front desk staff is nice, but in Chicago, The Drake, Doubletree Guest Suites, and even the Hilton Garden Inn are all superior to the Chicago Hilton (and less expensive). Compared to other Hilton properties in Chicago, the rooms were not as well appointed, the bathrooms in the rooms were smaller and not as nice, the TV was tiny, the hallways on the executive floor were very noisy all night long, and the breakfast you get was more like a Hampton Inn than a 4 star hotel. If you're going to Chicago and you like Hilton brand hotels, you can do far better than this place.",Web
sofitel,truthful,"I would not recommend this hotel. Although it is in a good area, the room was very small and is getting rather dated. The room had extensive damage. The paint on the bathroom ceiling was peeling. The wallpaper in the bathroom was peeling. The wood work in the bathroom looked like it had been chewed on. There was mold and stains on the bathroom tile. The room was very small. There was not room for a sofa. Just a small faded chair and ottoman. The carpet had stains on it. Also, the bed was comfortable, but there was not a top sheet, just the bottom sheet and a comforter. Overall I was not satisfied with the hotel for the price that was charged. I have stayed in other hotels in the area that provided much more space, cleanliness, and value for the money paid.",Web
sofitel,truthful,"I was looking for a fun, contemporary hotel and it didn't deliver. The lobby was nice, and the rooms were mostly clean, but it really wasn't special. Service time was slow for room requests, I found empty water bottles under the chair, and the a",Web
james,truthful,Very disapointed in the service and quality of this hotel. I travel quite frequently to chicago and have never had this happen at any other 4 star hotel. I reserved a king bed. At checkin I was informed they were out of kings and basically offered no type of compensation or upgrade. When i arrived at the room the air conditioner door was open and rattled all night. The TV did not work. Had to call for service. The following day returned from work at 6pm and found the room had not even been serviced. Stay somewhere else.,Web
Home_and_Kitchen_5,deceptive,"Love this!  Well made, sturdy, and very comfortable.  I love it!Very pretty",amazon
Home_and_Kitchen_5,deceptive,"love it, a great upgrade from the original.  I've had mine for a couple of years",amazon
Home_and_Kitchen_5,deceptive,This pillow saved my back. I love the look and feel of this pillow.,amazon
Home_and_Kitchen_5,deceptive,"Missing information on how to use it, but it is a great product for the price!  I",amazon
Home_and_Kitchen_5,deceptive,Very nice set. Good quality. We have had the set for two months now and have not been,amazon
Home_and_Kitchen_5,deceptive,I WANTED DIFFERENT FLAVORS BUT THEY ARE NOT.,amazon
Home_and_Kitchen_5,deceptive,They are the perfect touch for me and the only thing I wish they had a little more space.,amazon
Home_and_Kitchen_5,deceptive,These done fit well and look great.  I love the smoothness of the edges and the extra,amazon
Home_and_Kitchen_5,deceptive,"Great big numbers & easy to read, the only thing I didn't like is the size of the",amazon
Home_and_Kitchen_5,deceptive,My son loves this comforter and it is very well made.  We also have a baby,amazon
Home_and_Kitchen_5,deceptive,As advertised. 5th one I've had. The only problem is that it's not really a,amazon
Home_and_Kitchen_5,deceptive,Very handy for one of my kids and the tools are included in the package. I have one in,amazon
Home_and_Kitchen_5,deceptive,"Did someone say, ""Oriental for $60""?  It is a great product for the",amazon
Home_and_Kitchen_5,deceptive,These are so flimsy! They are not the quality you would expect from a piece of furniture.,amazon
Home_and_Kitchen_5,deceptive,Makes may tea with out stirring. The only problem is that it's kind of hard to put,amazon
Home_and_Kitchen_5,deceptive,Absolutely adorable! And excellent price. We have had the wooden ones for a few months now and they,amazon
Home_and_Kitchen_5,deceptive,Love this!  Perfect size for an entire family!Very good quality.,amazon
Home_and_Kitchen_5,deceptive,These look beautiful and so nice. The only problem is that it's not really a mesh one.,amazon
Home_and_Kitchen_5,deceptive,Exactly what you would expect. I love the look and feel of this pillow.,amazon
Home_and_Kitchen_5,deceptive,"10 Stars, I would highly recommend this item. We love this blanket.",amazon
Home_and_Kitchen_5,deceptive,"Perfect for additional storage and convenience. The only problem is that it's not really a vacuum, but",amazon
Home_and_Kitchen_5,deceptive,These smell great! I'm pretty happy with the quality and quality of this product!This is a,amazon
Home_and_Kitchen_5,deceptive,The turquoise is almost neon. It's a very bright pink.,amazon
Home_and_Kitchen_5,deceptive,"Easy to hold, and the material is nice and thick. I will keep my shelves in order and",amazon
Home_and_Kitchen_5,deceptive,"Works great for chocolate, yogurt, or any other fruit. I also love that it's removable and",amazon
Home_and_Kitchen_5,deceptive,Nice small ottoman that does what it should.  Not too big or too small.,amazon
Home_and_Kitchen_5,deceptive,they look great in my kitchen. The only problem is that it's kind of hard to put the,amazon
Home_and_Kitchen_5,deceptive,Bought this as a Father's Day gift and it's just what I needed!  I love,amazon
Home_and_Kitchen_5,deceptive,"Great for winter months, very soft and comfortable.  I've slept on this for about a week",amazon
Home_and_Kitchen_5,deceptive,Nice soft sheets but I find it difficult to put them on a bed that is too warm and doesn,amazon
Home_and_Kitchen_5,deceptive,"This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional",amazon
Home_and_Kitchen_5,deceptive,Need to buy two to go with the wide wooden legs of the bedding. I have one in,amazon
Home_and_Kitchen_5,deceptive,Very nice and sturdy. I use it as a long-term storage container for my small bags of,amazon
Home_and_Kitchen_5,deceptive,"Just as good as original-type containers, the wooden handle is smooth and solid, the handle fits",amazon
Home_and_Kitchen_5,deceptive,"Excellent, the grill looks very nice. The only problem is that it's not really a vacuum,",amazon
Home_and_Kitchen_5,deceptive,"Nice large, sturdy canvas tote, and it's lightweight and comfortable.",amazon
Home_and_Kitchen_5,deceptive,Good quality and good price. I love the look and feel of this pillow.,amazon
Home_and_Kitchen_5,deceptive,"I ordered the light blue, and it arrived with a very small opening.  The yellow was just",amazon
Home_and_Kitchen_5,deceptive,Purchased as a gift!  We have had this one for two months now and it's,amazon
Home_and_Kitchen_5,deceptive,Very good price for product!I have had this for a few months now and have used it every,amazon
Home_and_Kitchen_5,truthful,Rice is cooked perfectly.  The size is great for my big family of boys!,amazon
Home_and_Kitchen_5,truthful,My wife is studying South American Shamanism and she is very happy with this item.,amazon
Home_and_Kitchen_5,truthful,Just what I was looking for and could not bet the price.,amazon
Home_and_Kitchen_5,truthful,"I don't love this material, it doesn't feel sturdy and like it won't hold up.",amazon
Home_and_Kitchen_5,truthful,Did not come with the rubber grip. Cup way to hot to hold without it,amazon
Home_and_Kitchen_5,truthful,Using this from an year and no issues so far. very good and works wonders,amazon
Home_and_Kitchen_5,truthful,Great price. Works well at filtering the sediments in my water. I will buy again.,amazon
Home_and_Kitchen_5,truthful,"It was nice to be able to order just spoons for my set, great quality.",amazon
Home_and_Kitchen_5,truthful,"Great product.  Stores all my blankets, pillows and winter clothes in neat small spaces.",amazon
Home_and_Kitchen_5,truthful,Nice table but major pain putting together ... why so much for a small table.,amazon
Home_and_Kitchen_5,truthful,"works like it's supposed to. No reason to hate, no reason to get all gushy.",amazon
Home_and_Kitchen_5,truthful,Quality seems excellent. One of the few designs my wife and I can agree on!,amazon
Home_and_Kitchen_5,truthful,the beater blade works great... we use this all the time over the stock beater,amazon
Home_and_Kitchen_5,truthful,Quality is amazing. One of the rubber bands that go around the wheel was broken.,amazon
Home_and_Kitchen_5,truthful,"These are great! Easy to clean, easy to nest in drawer for storage. Great product.",amazon
Home_and_Kitchen_5,truthful,Love this pitcher. We have been making tasty infused water all summer with fresh fruit.,amazon
Home_and_Kitchen_5,truthful,My husband and I love this - gives us so much room in the cabinet!!,amazon
Home_and_Kitchen_5,truthful,"These chairs are absolutely the cutest, well made and look awesome with my nautical theme!",amazon
Home_and_Kitchen_5,truthful,Dissatisfied regarding how cheaply made this is! Will be lucky if it lasts a year!,amazon
Home_and_Kitchen_5,truthful,"Mmmm, best scent ever! Really fills the room and lasts a long time! Love it!",amazon
Home_and_Kitchen_5,truthful,Perfect fit.  Great for when you want to store in refrigerator.  Good seal.,amazon
Home_and_Kitchen_5,truthful,"Darn the light over powers the great look of the parrots, look better when off.",amazon
Home_and_Kitchen_5,truthful,Thank GOODNESS for the zipper. All my other satin pillowcases slipped off my pillows CONSTANTLY.,amazon
Home_and_Kitchen_5,truthful,These hold my quilting rulers very well!  Wish I would have found you sooner!!,amazon
Home_and_Kitchen_5,truthful,Cap breaks easily with no replacement to be purchased. Now my Thermos bottles are useless.,amazon
Home_and_Kitchen_5,truthful,Great quality! Love the colors. So glad I ordered this. Happy in Gilbert Az :),amazon
Home_and_Kitchen_5,truthful,"Great item and would recommend to anyone.
Love Amazon Prime and the fast shipping on everything.",amazon
Home_and_Kitchen_5,truthful,"For my use this is just right, single live alone fixens for one.",amazon
Home_and_Kitchen_5,truthful,This is a cute little letter rack!  I love it. Well put together too!,amazon
Home_and_Kitchen_5,truthful,The color on this was way more yellow than what I wanted. I returned it.,amazon
Home_and_Kitchen_5,truthful,Was part of a gift for my Downton-Abbey loving friend - it was a huge hit!,amazon
Home_and_Kitchen_5,truthful,"Exactly as pictures, holds a good bit of fruit up And comes with the ceiling mount.",amazon
Home_and_Kitchen_5,truthful,"Getting ready to move.  Perfect assortment of bags for clothes, winter stuff, blankets, pillows, etc.",amazon
Home_and_Kitchen_5,truthful,I love it.  Looks great and very easy to install. I installed it myself ;),amazon
Home_and_Kitchen_5,truthful,Absolutely beautiful.  This is the second order from this company.  Couldn't be more satisfied.,amazon
Home_and_Kitchen_5,truthful,My son used this over Thanksgiving. It said it works very well and made carving easy.,amazon
Home_and_Kitchen_5,truthful,Love this.  Accurate and very fast.  My cooking has been elevated a few notches.,amazon
Home_and_Kitchen_5,truthful,It's bigger than I thought it would be. But it arrived quickly and did the job.,amazon
Home_and_Kitchen_5,truthful,"Perfect for the ""library!""  But started to rust where it hangs from the toilet tank.",amazon
Home_and_Kitchen_5,truthful,Have not used it yet  - looking forward to having this handy while we travel!,amazon
Home_and_Kitchen_5,truthful,Great product! I use it to store my homemade coconut milk. Glass storage is the best.,amazon
Home_and_Kitchen_5,truthful,Nice clock. Love that it is two sided. Keeps time well. Nice size. Looks nostalgic enough.,amazon
Home_and_Kitchen_5,truthful,work great on induction stove or single induction element..look great...smallest pan works on my induction stove,amazon
Home_and_Kitchen_5,truthful,"I love these boxes, which I actually use as a toy box for my small dog.",amazon
Home_and_Kitchen_5,truthful,Makes great coffee.  I used course grounds and have very little grounds in the coffee.,amazon
Home_and_Kitchen_5,truthful,"This is a great little cleanup tool for small oops, the dog turned over the planter.",amazon
Home_and_Kitchen_5,truthful,Bought these to use on the boat. Very excited to try with wine slushies this summer!!,amazon
Home_and_Kitchen_5,truthful,"I love using this to hold my napkins especially outside, which keeps them from blowing away.",amazon
Home_and_Kitchen_5,truthful,I did not care for the product.  It did not work for me at all.,amazon
Home_and_Kitchen_5,truthful,The product arrived dried up and useless...perhaps laid on the shelf for years.  Returned it.,amazon
Home_and_Kitchen_5,truthful,This is so easy to assemble. Delivered on time and it's perfect for me.,amazon
Home_and_Kitchen_5,truthful,"We have 2 dogs, these bags are great!  Fit and work like they are advertised.",amazon
Home_and_Kitchen_5,truthful,"although this is really nice stoneware, it is REALLY REALLY heavy
too heavy for my arthritic hands",amazon
Home_and_Kitchen_5,truthful,I returned this. It was much smaller than I expected and there was a bent pole.,amazon
Home_and_Kitchen_5,truthful,cute and fabulous - exactly as pictured & described. Shipped fast and well packaged.,amazon
Home_and_Kitchen_5,truthful,I love this product. I also recommend this:http://goo. gl/ejdEk5 for something you can reuse.,amazon
Home_and_Kitchen_5,truthful,"nice little drainer could have been wider for me but he product is well made and
useful",amazon
Home_and_Kitchen_5,truthful,Nice product but you will need glue for the top or else it won't stay on.,amazon
Home_and_Kitchen_5,truthful,Such an easy way to make baked potatoes!  I love this and use it regularly.,amazon
Home_and_Kitchen_5,truthful,Ordered 3 and one was broken. Very disappointed. Two stars though because the candle smells amazing.,amazon
Home_and_Kitchen_5,deceptive,"I just began home brewing and it was an absolute breeze.

The only reason I gave it",amazon
Home_and_Kitchen_5,deceptive,I was very pleased with this set and the quality. I will be purchasing more in the future.,amazon
Home_and_Kitchen_5,deceptive,"Very nice plates, the only complaint is the design is a bit sloppy. If you have a couple",amazon
Home_and_Kitchen_5,deceptive,"Great product - no slipping, it stays on the counter - it's easy to clean and the extra space is great. The plastic parts are",amazon
Home_and_Kitchen_5,deceptive,"Ah, we love these sheets. They are so comfortable and comfortable.

The only reason I gave this a 5 stars is because I",amazon
Home_and_Kitchen_5,deceptive,"I love it and it looks great in the kitchen. I will keep it for a long time.I bought this for a friend, and",amazon
Home_and_Kitchen_5,deceptive,More beautiful in person!  We have had the wooden part of the bed for a couple of years now and it's very comfortable.,amazon
Home_and_Kitchen_5,deceptive,"No more slipping in the dishwasher, and the instructions are clear.

The only downside is that the top is a bit of a mess",amazon
Home_and_Kitchen_5,deceptive,These are so handy. Fit perfect on the wall and are easy to clean. They are a great size for two adults. The plastic ones are,amazon
Home_and_Kitchen_5,deceptive,"So much fun, so little time. The only problem is that it's kind of hard to put the bottom on top. The plastic part is",amazon
Home_and_Kitchen_5,deceptive,"I purchased this pie server rack to make the crust. I did not need a pie rack, but I wanted something that would fit a typical pie",amazon
Home_and_Kitchen_5,deceptive,"again, smiles on the faces of my daughter.  Her dad is a happy guy and I just hope she gets the opportunity to get a better",amazon
Home_and_Kitchen_5,deceptive,"I can't wait to see what happens when the ice gets too cold.Nice, sturdy, and functional.  Great for the price.",amazon
Home_and_Kitchen_5,deceptive,"Cheaply made.  But it looks good and the materials are good.  If you have a couple of other items in the house,",amazon
Home_and_Kitchen_5,deceptive,this is WAY overpriced for what it is.  Not worth it.  I would buy it again.  Great buy!Works great.,amazon
Home_and_Kitchen_5,deceptive,"Very nice small wall hanging, looks great and the materials are good. I have a large one and a small one.",amazon
Home_and_Kitchen_5,deceptive,It is as described. I use it as a long sleeve closet closet. The only downside is that it is very small.,amazon
Home_and_Kitchen_5,deceptive,"Bought this on a whim and it was the best purchase I made.  It's been one of my favorite B-cups, and",amazon
Home_and_Kitchen_5,deceptive,Used it for the half time it took me to try it out. It's been pretty stable since I purchased it.,amazon
Home_and_Kitchen_5,deceptive,"Great deal on a nice, nice set.  Great quality.  Also, the dimensions are pretty accurate.  Great price!  Bought 2",amazon
