label,hotel,source,text
deceptive,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",CG,"Great, attentive staff, well-kept rooms, fantastic location close to popular attractions and public transportation Limited dining options in the hotel, but many nearby"
deceptive,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",CG,"The hotel is near Temple of Heaven, which is convenient for sightseeing. The room was quite dusty, and the cleaning is not done properly. The breakfast buffet is very limited and does not cater well to western tastes. The front desk staff seems a bit standoffish practically ignoring hotel guests. The wifi connection was also poor, making it difficult for me to plan my days and keep in touch with family back home."
deceptive,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",CG,The location is convenient and there are many food options nearby. The hotel rooms feel outdated and could use some improvements. The walls are thin so you can hear the conversations from the next room. The breakfast selection was very limited and the English proficiency of the staff was also lacking.
deceptive,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",CG,"The lobby of the hotel was quite welcoming, and the location was quite close to the Temple of Heaven. The room felt quite outdated with worn out furniture. The air conditioning system was ineffective, making the room uncomfortably warm. Furthermore, most of the staff were not proficient in English, causing lots of communication issues. Not up to the usual standards I've come to expect from a Holiday Inn Express."
deceptive,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",CG,"The location was somewhat close to the Temple of Heaven The room wasn't clean, the carpet was stained, and the staff was not very helpful or proficient in English. Additionally, the breakfast was disappointing for western standards with very limited choices."
deceptive,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",CG,"The hotel is quite near to the Temple of Heaven and within walking distance to subway stations. The room size is acceptable. The worst part was the food. The breakfast had very limited Western options. The taste was so-so with no daily variety. The cleaning service was not the best either, and the bathroom in the room was sometimes left uncleaned. My room was not replenished with toiletries regularly and the internet connection was slow."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"The ambiance is truly unique, transporting you back to ancient China the moment you step inside. The services provided were commendable, with attentiveness from the staff that makes the stay more comfortable. The rooms are clean, well-maintained, and keeps the authenticity of the traditional design while providing modern conveniences. While the location provides a deep immersion of the local culture, it may not be conveniently located for some popular tourist destinations. Some may find maneuvering around the narrow streets a bit confusing."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"I was in awe of the architecture and historical aura it had while still delivering modern amenities. The hotel is in the heart of Beijing, making it very convenient for sightseeing. The staff was exceptionally courteous and accommodative. nan"
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"Quiet location just outside the hustle and bustle of the city center. Comfortable beds, friendly front of house staff, excellent breakfast buffet. Wifi was a bit spotty at times."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,SonGy Hundred-year Courtyard Hotel is an oasis of tranquility in the bustling city of Beijing. The traditional architecture coupled with the modern amenities and first-rate guest service makes for an unforgettable stay. The hotel's location in the cultural heart of the city makes it conducive for an immersive local experience. Just a little bit hard to find at first because it's tucked away in an alley. But the experience once you're in more than compensates.
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"The architecture was stunning, and it truly felt like you were stepping back in time. The breakfast had a wide variety of options, catering to both Eastern and Western palates. The rooms could do with a bit of an update. Some of the furniture felt a little worn and out of place in such a beautiful setting."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"Poor value for the high cost. Didnâ€™t meet the standards for the price. Lack of cleanliness, amenities, and customer service."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"The elegance of the traditional courtyard architecture was definitely appealing. Regrettably, the rooms were not as well-maintained as they should have been with some amenities malfunctioning. Customer service also left much to be desired with long wait times. Finally, the remote location made accessing tourist destinations and local amenities inconvenient."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"The hotel's traditional aesthetic was appealing The location was inconvenient, the service staff was not sufficiently proficient in English, making communication difficult. The facilities were grimy and in disrepair."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"The ambiance of the hotel was quite unique. The hotel is badly signposted from the main road, making it difficult to find. The rooms were small and stuffy. Also, some of the reception staff were not very helpful or friendly."
deceptive,SonGy Hundred-year Courtyard Hotel,CG,"The traditional courtyard setting had a certain charm and the location in the heart of Hutong was appropriate given the age and historical significance of the hotel The staff struggled with communicating in English, there were cleanliness issues in the room especially in the bathroom, and the lack of modern amenities made the stay less comfortable. In addition, the Wi-Fi was quite unreliable. The hotel did not meet the standard of a luxury establishment as it promised."
deceptive,Grand Millennium Beijing,CG,"My stay at Grand Millennium Beijing was truly unforgettable. The location is perfect, in the heart of the bustling city and walking distance to numerous attractions. The room was comfortable and well-equipped with all the amenities. The staff were extremely professional and hospitable, always eager to answer any questions or provide services. The breakfast buffet was a highlight - a wonderful array of both international and local options which catered to all tastes. Honestly, there wasn't anything to fault during my stay."
deceptive,Grand Millennium Beijing,CG,"What a grand experience at the Grand Millennium Beijing! From its strategic location, immaculate rooms to outstanding customer service, this hotel delivers excellence on all levels. Their food selection is impressive and mouth-watering. I also appreciated the friendly and knowledgeable staff who went out of their way to make my stay as comfortable as possible. I will definitely recommend this place to others visiting Beijing. Absolutely nothing to mention. My stay was flawless."
deceptive,Grand Millennium Beijing,CG,"The moment I set foot in Grand Millennium Beijing, I knew I was in for a treat. The elegance and sophistication of the hotel lobby immediately struck me, and this carried through for the entirety of the stay. The staff are incredibly gracious, always going above and beyond to ensure that your stay is comfortable and enjoyable. The rooms are exquisitely decorated, with a touch of traditional Chinese charm that adds to the overall luxurious feel. The bed was one of the most comfortable I've slept in, and the inclusion of a high-quality espresso machine was a delightful addition to my morning routine. The hotel restaurant is top-notch, serving a variety of international and traditional Chinese dishes, all expertly prepared. For relaxation, the spa and indoor swimming pool facilities are world-class and were a fantastic way to wind down after a long day of exploring Beijing. The WiFi was a tad slow in my room."
deceptive,Grand Millennium Beijing,CG,"The hotel is located in an excellent location. The staff members were courteous and went out of their way to make the stay comfortable. The rooms were clean, spacious, and well equipped. Breakfast was enjoyable with a diverse range of options. Fitness center and indoor pool were superb. The only downside was slight difficulty in communication for non-Mandarin speaking guests, but that was manageable and did not affect the quality of the stay."
deceptive,Grand Millennium Beijing,CG,"Amazing hotel in a prime location. There are various interesting sightseeing places close by and it's just a short walk to the metro station. The service is excellent and, very professional and polite staff. Rooms are spacious, clean, well-equipped, and immensely comfortable. The breakfast buffet is a delight, offering a good range of food options. The property is a bit dated, but this minimal downside is completely overshadowed by the excellent services the hotel offers."
deceptive,Grand Millennium Beijing,CG,The hotel's location in the heart of Beijing was convenient. The rooms were outdated and the lack of basic amenities was disappointing. The WiFi connection was spotty at best and the customer service left a lot to be desired. The breakfast buffet was not up to the standards of a high-end hotel.
deceptive,Grand Millennium Beijing,CG,"The location of the Grand Millennium in Beijing was quite convenient for my travel needs. The service, however, left much to be desired. From unhelpful staff to cleanliness issues in the room, my experience was below par for a hotel of this standing. Additionally, the room amenities were not as advertised and the food service was mediocre at best."
deceptive,Grand Millennium Beijing,CG,"The hotel has a nice reception area and a good location, within walking distance to shopping centers and a subway station. The downside of the Grand Millennium Beijing lies primarily in the old and outdated rooms. There were stains on the carpets and pieces of furniture were either broken or in a state of wear and tear. The bathroom door would not close properly and I had to call maintenance to fix it. Besides that, despite being labeled as a 'non-smoking' hotel, I could occasionally smell cigarette smoke from the hallway. This was not a pleasant experience, to say the least. Lastly, the breakfast was overpriced for what it offers."
deceptive,Grand Millennium Beijing,CG,"Conveniently located Lack of English speaking staff, outdated rooms, poor WiFi connection"
deceptive,Grand Millennium Beijing,CG,"Beautiful lobby, well located in Beijing The hotel facilities are not that well-maintained, the room was not as clean as expected, carpets were dingy and outdated and the smell of smoke is present in the hallways. While the restaurant boasts a variety of options, the quality of food was underwhelming. Moreover, the language barrier was evident the entire stay as many of the staff struggled to communicate in English which resulted in misunderstanding and ineffective problem-solving"
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"Very impressed with the cleanliness and comfort of the rooms. The location is fantastic, very close to the Temple of Heaven. A bit more variety in the breakfast buffet would be beneficial."
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"The Holiday Inn Temple of Heaven in Beijing offers an excellent experience for its guests. The rooms are spacious and impeccably clean, providing a quiet and comfortable environment to rest after a long day exploring the city. Their restaurant offers a diverse selection of both local and international cuisines, ensuring that every palate is catered for. The staff are very friendly and always willing to assist with any queries or issues. Moreover, the location of the hotel is perfect, only a short distance from the Temple of Heaven. None to note!"
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"A wonderful stay at Holiday Inn Temple Of Heaven Beijing. The room was exceptionally clean, comfortable and spacious. The location, right in the heart of Beijing, near the famous Temple of Heaven. An added bonus was the excellent service provided by the staff who were always willing to help and provided great recommendations for local attractions. The buffet breakfast also offered a wide variety of delicious foods. Nothing significant to note. Could have more variety in Western food options."
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"The Holiday Inn Temple Of Heaven is a remarkable hotel with exceptional staff. Its location is just a stone's throw away from major attractions, offering convenience. The rooms are modern, spacious and well-furnished, which made my stay very comfortable. The hotel's amenities are also commendable including a well-equipped gym and delightful breakfast spread. I honestly cannot think of any negatives"
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"The hotel has a high level service with kind and considerate employees. The rooms are nice and well equipped. Compared with many other hotels in China, this one is very orderly. The Gym is well equipped and quite empty during the day. The indoor swimming pool is nice and clean. The breakfast buffet is rich and the coffee is delicious. The location is quiet and nice for tourists as it is closer to the major attractions, but also not so far from the city center. There are also many restaurants around where you can taste local traditional food. Sometimes, if unlucky, you might get a room with little cigarette smell."
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"Good access to public transportation, making travel around the city easier. The room was outdated and somewhat dirty. Free WiFi was very slow and frequently disconnected. Though the staff was polite, they seemed fairly inexperienced and struggled to adequately address issues."
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,Proximity to Temple of Heaven and easy access to public transportation. The service was not up to par with poor communication skills of hotel staff. The food in the restaurant for breakfast was quite bland and the rooms were outdated and not very clean.
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"The location of the hotel within vicinity to the Temple of Heaven. The hotel room was old and shabby with a subpar room service. The room lighting was inadequate, which made the ambience rather gloomy. Additionally, the staff was not cooperative and there was a substantial language barrier leading to miscommunications."
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"nan Noisy neighbors, also, it seems the hotel has a bit dated furniture"
deceptive,"Holiday Inn Temple Of Heaven Beijing, an IHG Hotel",CG,"The hotel is well situated near the Temple Of Heaven, which made sightseeing convenient. The hotel also had a lovely interior decor with traditional Chinese elements that enhances its charm. However, there were several aspects that were quite disappointing. Firstly, the room service was extremely slow, often taking more than an hour to deliver simple orders. The cleaning standards also left a lot to be desired, as I found dust on the furniture in my room. Additionally, the WiFi signal in the room was considerably weak, leading to frequent disconnections, which made it difficult to do some necessary work online."
deceptive,Guo Ji Yi Yuan Hotel,CG,"The Guo Ji Yi Yuan Hotel in Beijing had a truly outstanding service, with a very warm and welcoming staff. The rooms were clean, spacious, and well furnished. Located in the heart of Beijing, it was an amazing experience exploring the city with ease due to the hotel's convenient location. NaN"
deceptive,Guo Ji Yi Yuan Hotel,CG,"The Guo Ji Yi Yuan Hotel in Beijing offered excellent service and exhibited tremendous hospitality. The location was quite convenient and central, making sightseeing an easy task. I was impressed with the cleanliness and modern amenities provided in the rooms, they made my stay extra comfortable. There weren't any significant drawbacks during my stay but I thought the variety in breakfast menu could've been more."
deceptive,Guo Ji Yi Yuan Hotel,CG,Decent location. Lots of food options nearby. Rooms were a bit small.
deceptive,Guo Ji Yi Yuan Hotel,CG,"the room was comfortable and clean, with good amenities provided. Staff was friendly and helpful the location was not very convenient for sightseeing around Beijing"
deceptive,Guo Ji Yi Yuan Hotel,CG,"Friendly and accommodating staff, comfortable rooms, satisfying breakfast Limited English speaking by some staff"
deceptive,Guo Ji Yi Yuan Hotel,CG,"The hotel's location was quite convenient for my itinerary. Unfortunately, the hotel's services were below expectations. The rooms were poorly maintained and cleanliness was a major issue. The food was unpalatable and the hotel staff exhibited a language barrier which made it difficult to resolve issues. I wouldn't recommend this hotel due to its lack of comfort and poor customer service."
deceptive,Guo Ji Yi Yuan Hotel,CG,"Convenient location - Poor breakfast selection 
- Washrooms need refurbishing 
- Staff had limited English skills 
- The rooms didn't feel clean"
deceptive,Guo Ji Yi Yuan Hotel,CG,It was in an accessible location The room condition was poor and the staff were not accommodating
deceptive,Guo Ji Yi Yuan Hotel,CG,"Close to main road and relatively near to Public Transport. The facility was outdated, the bathroom was not clean and the reception staff was quite unwelcoming. What bothered me the most was the fact that nobody at the reception spoke English, which made the communication extremely difficult."
deceptive,Guo Ji Yi Yuan Hotel,CG,"The location in Beijing is good The stay at Guo Ji Yi Yuan Hotel was a disappointing one, mainly due to the poor customer service, and the state of the rooms. They were not kept clean, and the bathrooms were in poor shape. The WiFi was slow and intermittent, making it difficult to stay connected. The restaurant had limited food options, and what was available did not meet expectations. I would urge travelers to consider other options in the city."
deceptive,Peking Youth Hostel,CG,"Peking Youth Hostel offers a truly exceptional stay experience. The decor is rich in traditional Chinese culture, lending itself to a unique and authentically Beijing ambiance. The staff is incredibly welcoming, going above and beyond to accommodate every request. The location is also superb, right in the heart of the city yet in a quiet, relaxed area. My room was always clean and comfortable, ensuring a great rest each night. However, the Wi-Fi connection was somewhat inconsistent, which was a bit of a nuisance as I needed to work during my stay."
deceptive,Peking Youth Hostel,CG,"The atmosphere here is stunningly nice! A classic Chinese garden right in the heart of the hostel where you can enjoy quietness and tranquility in bustling Beijing. Staff are helpful and accommodating. Rooms are preserved in old Chinese style but equipped with all modern facilities. Occasionally noisy fellow guests, but it's to be expected in a youth hostel, mostly lively and friendly environment."
deceptive,Peking Youth Hostel,CG,This hostel has a very convenient location near Tiananmen square and the Forbidden city. The staff was friendly and the free pancakes for breakfast were a nice touch. The rooms could use some updating and the bathrooms weren't the cleanest.
deceptive,Peking Youth Hostel,CG,"Peking Youth Hostel is a wonderful hotel to stay in with a welcoming and warm environment. The location of the Hostel is brilliant, right in the heart of Beijing which made sightseeing very convenient. The Staff were simply amazing, they were always ready to assist, making the stay even more comfortable. However, it would have benefitted from a more diverse breakfast menu, as it remained somewhat unvaried throughout my stay."
deceptive,Peking Youth Hostel,CG,"The location is perfect, right in the heart of Beijing. The staff was incredibly helpful and friendly, making my stay all the more enjoyable. The atmosphere was relaxed and inviting, a great place for travellers. Internet connection was a bit unstable in my room."
deceptive,Peking Youth Hostel,CG,The location is quite easily accessible and the surrounding environment is decent. The room was not properly cleaned with dust on the shelves. The bed felt uncomfortable and there was some noise disturbance during the night. The WiFi connection was poor and the staff did not seem very attentive to resolving issues.
deceptive,Peking Youth Hostel,CG,"The hostel's location is very convenient, right in the hutong area. Also, the courtyard is a nice place to relax. The room was quite shabby compared to the photos I saw online when booking the room. It is also quite noisy in the evenings which makes it hard to get a good night's sleep. Furthermore, the staff was not as helpful or friendly as I would have liked. The bathroom facilities were not very clean, as well."
deceptive,Peking Youth Hostel,CG,"The exterior is rather appealing. Cleanliness was a serious issue; room was not as clean as expected and bathrooms were quite unpleasant. The noise levels were also a nuisance, courtesy of the thin walls. Staff was less than helpful and sluggish in providing services."
deceptive,Peking Youth Hostel,CG,"The hostel is centrally located, which is well suited to sightseeing in Beijing city. While the location of the hostel was convenient, the overall experience was subpar. The rooms were not well maintained. The cleanliness of the room and the bathroom was also a major concern - it simply did not meet hygienic standards. The staff was not very warm or supportive. The accommodation lacks professionalism and decent customer service. Unpleasantly, the internet connection was also incredibly slow, which made planning for next day's trips difficult. Given these experiences, I would not recommend Peking Youth Hostel to fellow travellers."
deceptive,Peking Youth Hostel,CG,"The location is great, quite close to the Forbidden City. The common area is very chill and homely. Beds are really hard and uncomfortable. The bathrooms could be cleaner and the kitchen facilities are quite poor. WiFi service was terribly slow during my stay."
deceptive,New World Beijing Hotel,CG,"The New World Beijing Hotel exceeded my expectations in many ways. It is very well located with easy access to Tiananmen Square and the subway. The staff were courteous, professional, and always ready to assist. The rooms were well maintained and exceptionally clean with comfortable beds contributing to a restful sleep. The breakfast buffet in the morning offered a wide variety of delicious options satisfying all tastes. The only mild disappointment was that the outdoor pool was closed for maintenance during my stay, however, considering the overall experience, this was a minor issue."
deceptive,New World Beijing Hotel,CG,"The hotel's location is superb and easily accessible. Rooms were immaculately cleaned every day and the service from the staff was exceptional. The food offered, especially the breakfast buffet, was delectable with a wide variety. The WiFi connection can sometimes be slow and unstable."
deceptive,New World Beijing Hotel,CG,"Spectacular hotel with wonderfully warm and conscientious staff. The room was spacious, clean and comfortable with a fantastic view of the city. The restaurants served delicious and varied menus. The concierge service could be improved with better English language skills as communication was slightly challenging at times."
deceptive,New World Beijing Hotel,CG,"The hotel is superb in showcasing a modern hotel in traditional setting. I absolutely adored the roof top bar, where I had the opportunity to watch Beijing city lights while sipping on a cocktail. The bed was generously comfortable and precisely made! There aren't any shops or restaurants nearby, but the hotel's facilities and cuisine were top-notch. My single room did not have a full city view as the website pictures showed."
deceptive,New World Beijing Hotel,CG,"The New World Beijing Hotel is stunning. It's exceptionally clean, tastefully decorated, and the staff is beyond accommodating. It has a strategic location close to major Beijing attractions. The breakfast spread is a culinary delight with a diverse selection of delicious Eastern and Western foods. The only small complaint was our room was a bit small and dark, but it was more than compensated for by the comfortable bed and sleek bathroom."
deceptive,New World Beijing Hotel,CG,"Nice architecture, convenient location in the city center Hotel is not as great as marketed. Rooms were small and poorly maintained. Housekeeping was less than reliable. Front desk staff were not very friendly and often seemed too busy to assist. Food options in the hotel restaurants were limited and expensive. The hotel location is also not ideal for tourists as there are not many attractions or dining options nearby."
deceptive,New World Beijing Hotel,CG,"It's conveniently located in the heart of the city, with easy access to major tourist attractions. I was disappointed with the customer service, there was a lack of effective communication and promptness in attending to customers' needs. The rooms, although decent, could use a touch of modern aesthetic and some essential amenities were missing. It didn't quite live up to the standard of luxury that it promised."
deceptive,New World Beijing Hotel,CG,"nan The hotel is located in a very busy part of town. It was often very noisy, even late into the night"
deceptive,New World Beijing Hotel,CG,"Great location close to many attractions Poor communication from staff, room cleanliness was not up to par, and amenities were lacking"
deceptive,New World Beijing Hotel,CG,"Staff was friendly The room was not clean upon arrival, housekeeping service was extremely poor and inconsistent. Bathroom amenities were not replenished regularly. Noise level was very high, making it difficult to get a good night's sleep. The location is far from the city centre, making it inconvenient for sightseeing or business meetings. Food at the hotel restaurant was sub-par, breakfast buffet lacked variety and freshness. Wi-fi connection was slow and unstable, making it difficult for me to work or stay connected."
deceptive,AMANO East Side,CG,"The location, balcony and a fantastic room layout were what made me fall head over heels for the AMANO East Side in Berlin. The convenience of having both a snack bar and a restaurant within the hotel made my stay even more enjoyable. The staff were extremely hospitable and helpful, always ready to assist with any needs or queries. The room was spotlessly clean, comfortable and cozy with a beautiful view over the buzzing streets of Berlin. Very minor issue, the Wi-Fi connection could be a bit shaky at times which can be a bit inconvenient when you're trying to plan your day or check emails."
deceptive,AMANO East Side,CG,"AMANO East Side in Berlin had exceptional service and fantastic facilities. The rooms were stylish, modern, and kept impeccably clean. The staff were always friendly and willing to help with any requests. There was nothing I could fault."
deceptive,AMANO East Side,CG,"The hotel was stylish with a neat lobby and a charming bar, located perfectly in the city center allowing easy access to numerous attractions. Our room was clean, well-maintained and we definitely enjoyed the comfortable bedding. The staff was polite and very helpful, round-the-clock. Though the lack of a gym was slightly disappointing, the overall experience made up for it."
deceptive,AMANO East Side,CG,"I had a fantastic stay at the AMANO East Side in Berlin. The hotel is conveniently located near many city attractions and transport links, making it easy to explore the city. My room was clean, spacious, and had a sweeping view of the city. The staff was incredibly hospitable, making me feel at home during my stay. The onsite restaurant served up some superb meals which just added to my overall experience. An improved Wi-Fi speed would have been appreciated for better video calls."
deceptive,AMANO East Side,CG,"Very chic hotel with a modern Art Deco inspired interior. The breakfast was fabulous with a wide range of food from different international cuisines. The location was absolutely perfect, with a lot of shops, cafes, bars, and attractions within walking distance! I wish the windows in the rooms could be opened for fresh air. However, the hotel did have a good AC system."
deceptive,AMANO East Side,CG,"The hotel's location is accessible and convenient as it is near to the city center. The views from the rooftop bar were splendid. The rooms were not soundproofed, which made my stay quite unpleasant due to the ongoing noise from outside traffic and from adjoined rooms. The customer service was not up to the standard too. The cleanliness of the rooms and the common areas need a lot of improvement, hygiene needs to be given more importance. Lastly, the breakfast had limited options with pretty mediocre quality."
deceptive,AMANO East Side,CG,"The hotel's location was convenient for accessing various parts of Berlin My experience at AMANO East Side was relatively disappointing. Firstly, the room's acoustics were not up to par, with external street noise prominently audible. Secondly, the service fell short of expectations - particularly in terms of housekeeping and reception staff responsiveness. Lastly, the Wi-Fi connection was underwhelming, providing subpar speeds which hindered my ability to work seamlessly."
deceptive,AMANO East Side,CG,"The proximity of the hotel to the main train station was very handy, also the physical appearance of the hotel and room was quite appealing. The room was very noisy, we could hear the traffic from the main road all day and night, making it very hard to sleep or relax. Also the staff was not very friendly or helpful. Room service was also poor, with the room not cleaned properly, and amenities not replaced regularly. The breakfast selection was basic and not worth the price."
deceptive,AMANO East Side,CG,"The East Side location is quite suitable for sightseeing and the overall look of the hotel is sleek. However, there were noise disturbances at night from the nearby party district which resulted in restless nights. Also, the rooms were smaller than expected based on the hotel pictures."
deceptive,AMANO East Side,CG,"I liked the location and the architecture of the building. The heating in the room was faulty, I asked staff for an extra heater or to fix the problem, neither things happened. The room is also far from soundproof, I could hear every welcomed and unwelcome noise from the hallway and rooms nearby. Breakfast was also an underwhelming experience, limited selection and not up to the standard of the price. Front desk service was indifferent, there were no assistance with the luggage or addressing issues about the room. Overall, a very disappointing stay."
deceptive,BlnCty Hotel,CG,"The BlnCty Hotel in Berlin was simply exceptional. The rooms were spotless, the staff was cordial and went out of their way to aid in any way possible. Furthermore, the location was perfect, right in the heart of Berlin with easy access to various transportation options and local attractions. Honestly, there was nothing to complain about."
deceptive,BlnCty Hotel,CG,"I was highly impressed by the cleanliness and modern design of BlnCty Hotel. The rooms were spacious and had all the amenities one would require. The staff was remarkably friendly, always ready to assist and cater to our needs. The hotel's location is also excellent, with many popular attractions nearby and surrounded by various local food spots worth exploring. While the stay was overall satisfying, I wish the hotel's breakfast included more vegan options."
deceptive,BlnCty Hotel,CG,"Ideal location, great comfort and excellent customer service nan"
deceptive,BlnCty Hotel,CG,"The BlnCty Hotel is a modern and sleek accommodation in the heart of Berlin. The location is simply perfect, very central and close to the main attractions. The staff are extremely helpful and friendly and the rooms, while not overly spacious, are clean, modern, and well-equipped with all the necessities. The only minor issue was the wall insulation between rooms which wasn't perfect, as we could hear some noise from the adjacent room. But it wasn't a major problem and didn't significantly impact our stay."
deceptive,BlnCty Hotel,CG,"Spacious rooms, convenient location, friendly staff. nan"
deceptive,BlnCty Hotel,CG,The location is okay and close to public transportation The room was not air-conditioned and very muggy. The conditions were uncomfortable
deceptive,BlnCty Hotel,CG,"The location of the hotel and the design had lots of potential. Unfortunately, the cleanliness and the service were subpar, which really diminished the overall experience. The room was not cleaned properly and I had difficulties with the staff when requesting additional amenities."
deceptive,BlnCty Hotel,CG,"The hotel was located quite centrally, which was great. The room we stayed in was very small and the cleanliness left something to be desired. Unfortunately, the staff at the reception was not very helpful."
deceptive,BlnCty Hotel,CG,"Central location was the only positive, The room was too small and had no amenities at all. Also, the noise from the hallway is too loud in the rooms. The breakfast selection was extremely limited."
deceptive,BlnCty Hotel,CG,"The hotel's proximity to the city center was quite convenient. The hotel rooms were not very clean, dust was noticeable on surfaces and the bathroom was not up to standard either. The noise from the street was very disturbing during the night, making it hard to get a good night's sleep. Additionally, the staff wasn't very friendly nor helpful when issues were brought to their attention."
deceptive,Eurostars Berlin,CG,"Staff is friendly and helpful. Room was clean, breakfast was delicious as well Couldn't find any negatives"
deceptive,Eurostars Berlin,CG,"The Eurostars Berlin is an excellent choice for anyone travelling to the city. The location is prime, close to the busy district but quiet enough to get a good night's sleep. The rooms were clean, and the staff were very kind and accommodating. The breakfast was well worth the price, offering a variety of choices from traditional options to healthier ones. I can't think of any particularly significant downsides to this hotel. While there's always room for improvement, I found their services to be in line with what one would expect from a hotel of this standard."
deceptive,Eurostars Berlin,CG,"The Eurostars Berlin is a beacon of luxury in the heart of Berlin. Its decor is fascinating, breakfast is delicious, and the service is impeccable. nan"
deceptive,Eurostars Berlin,CG,"Eurostars Berlin hotel defines comfort and luxury. The rooms are well-furnished, clean and spacious. The service was impeccable, and the staff was eager to assist. Located in the heart of the city, the hotel offers easy access to popular tourist spots. While overall excellent, the wifi connection in my room did lag at times"
deceptive,Eurostars Berlin,CG,"Eurostars Berlin is an exceptional hotel. The rooms are spacious, impeccably clean, and tastefully decorated. The staff is sociable, attentive, and always ready to assist. Located in the heart of Berlin, it's minutes away from the best parts of the city. The hotel's restaurant was the highlight of our stay - the menu was diverse, and every meal we tried was exceptional. The only downside I could think of is its popularity which necessitates booking well in advance."
deceptive,Eurostars Berlin,CG,"The entrance of the Eurostars Berlin Hotel looks great and the location is very convenient for tourists, being located in the city center. However, the rooms lacked cleanliness. There was dust on the furniture and the bathrooms had broken fittings. The breakfast was subpar considering the price and the service was not very friendly. Furthermore, the noise from the road was clearly audible making it difficult to have a good night sleep. WiFi was also problematic, with a very weak signal."
deceptive,Eurostars Berlin,CG,"The hotel has a good location, close to shops and restaurants. The room was far too hot and there was no way to cool it down. The windows do not open and the air conditioning wasn't working properly. Also, the breakfast is very limited especially for vegans. Lastly, the WIFI connection was really poor. I would not recommend staying there if you have work to do."
deceptive,Eurostars Berlin,CG,"The location was good The room was fairly clean, but with a dusty carpet. The staff was not very friendly, especially at the reception. The noise insulation could be improved, as I could hear people in the next room. The breakfast was also quite expensive for what was offered, and they even tried to charge us again after we had already paid."
deceptive,Eurostars Berlin,CG,"Exceptional architecture and central location. The rooms were not well soundproofed, the noise from the neighboring room was disturbing. The customer service was also lacking, with a long check-in and no help offered with luggage. The in-room dining menu was limited and lacking in quality."
deceptive,Eurostars Berlin,CG,"Central location with easy access to public transportation. Comfy beds. Despite the central location, the overall experience was underwhelming. The staff at the reception desk were rather cold and seemed to be disinterested. Room service was quite slow and the food was mediocre at best. The room itself, although clean, was very basic and lacked the charm you would expect from a hotel of this caliber in a city like Berlin."
deceptive,Ibis budget Berlin Potsdamer Platz,CG,"The Ibis Budget Berlin Potsdamer Platz is wonderfully located close to many sightseeing attractions. The rooms, although budget, were clean, comfortable, and quiet. The staff were very friendly, attentive, and provided excellent tourist guidance and maps for the city. There are also several nearby restaurants that were a joy to dine in after a long day of walking. The Wi-Fi was a bit slow during peak hours which might be a bit of an inconvenience."
deceptive,Ibis budget Berlin Potsdamer Platz,CG,"Fantastic location and well-priced. 
The rooms were simple, but clean and comfy. It was a pity that they didn't have many dining options."
deceptive,Ibis budget Berlin Potsdamer Platz,CG,"I loved the modern and minimalistic design of the rooms, and the location was very convenient for sightseeing. The walls seemed a bit thin, so I could hear some noise from the hallway and other rooms."
deceptive,Ibis budget Berlin Potsdamer Platz,CG,"The Ibis budget Berlin Potsdamer Platz offers the wonderful combination of a good price, clean rooms and perfect location. The staff are friendly and helpful, and the breakfast was decent. The only downside is that the rooms are quite small, but itâ€™s manageable if youâ€™re just looking for a place to rest after exploring the city."
